87	20,21,183,70,286,287,142,340,565,117,197,160,190,338,155,70,270,341,593,159,82,54,272,162,0,0,0,0,0	1334	3
65	757,14,683,683,182,776,708,373,107,20,21,70,406,673,74,52,107,221,51,0,0,0,0,0,0,0,0,0,0	1018	3
48	673,701,248,84,117,197,163,5,123,236,42,353,85,25,105,12,0,0,0,0,0,0,0,0,0,0,0,0,0	942	3
89	20,21,183,334,135,197,196,565,524,647,117,165,51,289,378,341,593,751,752,0,0,0,0,0,0,0,0,0,0	923	3
123	20,21,183,166,57,74,42,199,196,14,83,257,57,40,74,52,201,0,0,0,0,0,0,0,0,0,0,0,0	730	3
56	363,211,683,429,299,257,153,90,336,255,257,182,33,27,104,21,145,146,0,0,0,0,0,0,0,0,0,0,0	724	3
99	1,2,3,4,6,183,486,20,21,545,147,3,192,716,717,718,440,3,719,40,57,0,0,0,0,0,0,0,0	704	3
98	14,15,85,29,30,613,241,160,326,25,162,105,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	690	3
